P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
AL20232160,Palacios,León,José Eduardo,jose.palacios@universidad.edu.mx,jose.palacios893@gmail.com,5552999439,15/03/2025,Ingeniería en Sistemas Computacionales,ISC-01,6,No,NA,No,NA,Beca de transporte,NA,54120,Con padres o tutores,4,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,"Apoyo familiar, Apoyo gubernamental",No,NA,1270,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,No
AL20253738,Ruiz,Figueroa,Sofía,al20253738@universidad.edu.mx,sofi169@hotmail.com,6140064962,28/06/2025,Licenciatura en Contaduría Pública,LCP-03,2,No,NA,No,NA,Beca de colegiatura,9.2,NA,Con padres o tutores,5,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo familiar,No,NA,0,No,Sí a ambos,Primaria,Secundaria,No,Sí,Sí,Sí,Sí
AL20239525,Sandoval,Pérez,Irma,irma.sandoval@universidad.edu.mx,irma.sandoval@gmail.com,8120600624,06/05/2025,Licenciatura en Contaduría Pública,LCP-03,6,Sí,2,Sí,Académica,Beca de colegiatura,8.6,NA,Con padres o tutores,3,"$15,001-$25,000",Madre,Sí,17,No,"Apoyo familiar, Trabajo propio, Ahorro",No,NA,537,No,Sí a ambos,Primaria,Preparatoria,No,No,Sí,Sí,Sí
AL20234731,Rosales,Moreno,Sergio,al20234731@universidad.edu.mx,sergiorosales@hotmail.com,5559939693,20/02/2025,Licenciatura en Psicología,LPS-05,8,Sí,1,Sí,Otra,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$15,001-$25,000",Madre,Sí,35,No,"Apoyo familiar, Trabajo propio",Sí,"Beca deportiva institucional, $2,500",653,No,Sí a ambos,Licenciatura,Sin estudios,No,Sí,Sí,Sí,Sí
AL20249839,Herrera,Domínguez,Isabel,al20249839@universidad.edu.mx,isabel.herrera@gmail.com,9962704436,15/05/2025,Licenciatura en Mercadotecnia,LMK-07,5,No,NA,Sí,Otra,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"$5,001-$10,000",Padre,Sí,19,No,"Apoyo familiar, Ahorro",No,NA,660,No,Ninguno,Primaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20239958,Vargas,Castillo,Catalina,catalina.vargas@universidad.edu.mx,catalina733@gmail.com,2222305615,14/02/2025,Ingeniería Industrial,IIN-06,8,Sí,2,Sí,Económica,Beca de colegiatura,7.7,NA,Con padres o tutores,4,"$10,001-$15,000",El propio estudiante,Sí,32,No,"Apoyo familiar, Trabajo propio",No,NA,250,No,Sí a ambos,Secundaria,Primaria,No,No,Sí,Sí,Sí
AL20236339,Bautista,Soto,Roberto,al20236339@universidad.edu.mx,roberto.bautista547@outlook.com,5597994670,27/03/2025,Licenciatura en Derecho,LDE-04,8,No,NA,Sí,Económica,Beca de transporte,NA,44690,Solo/a,5,"$5,001-$10,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,978,Sí,Ninguno,Preparatoria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20259255,Benítez,Palacios,Adrián,al20259255@universidad.edu.mx,adrian.benitez174@gmail.com,3331542577,03/06/2025,Ingeniería Industrial,IIN-06,3,No,NA,Sí,Personal/Familiar,Beca de colegiatura,9.2,NA,Con padres o tutores,1,"$15,001-$25,000",Otro familiar,Sí,18,No,"Apoyo familiar, Beca de otra institución",No,NA,1297,No,Sí a ambos,Preparatoria,Secundaria,No,No,Sí,Sí,Sí
AL20251806,Hernández,Barrera,Fernando,fernando.hernandez@universidad.edu.mx,fernando_hernandez@gmail.com,5677318895,02/02/2025,Licenciatura en Derecho,LDE-04,1,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$5,001-$10,000",El propio estudiante,Sí,46,No,"Apoyo familiar, Beca de otra institución",No,NA,800,Sí,Ninguno,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20257365,Flores,Ortiz,Patricia,patricia.flores@universidad.edu.mx,patricia.flores178@outlook.com,5637490236,09/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,Sí,1,No,NA,Beca de colegiatura,7.3,NA,Solo/a,6,"$15,001-$25,000",Otro familiar,Sí,24,No,"Apoyo familiar, Trabajo propio",No,NA,1778,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20258561,Ríos,Gutiérrez,Perla,al20258561@universidad.edu.mx,perla_rios@gmail.com,3396685951,24/03/2025,Licenciatura en Psicología,LPS-05,3,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$15,001-$25,000",Madre,Sí,17,No,Apoyo familiar,No,NA,191,No,Sí a ambos,Posgrado,Secundaria,No,Sí,No,Sí,Sí
AL20226583,Sandoval,Torres,Gerardo,gerardo.sandoval@universidad.edu.mx,gerardo.sandoval304@gmail.com,9931690431,25/05/2025,Licenciatura en Derecho,LDE-04,9,No,NA,Sí,Económica,Beca de colegiatura,7.2,NA,Con pareja,3,"$10,001-$15,000",Madre,Sí,11,No,"Apoyo familiar, Trabajo propio",Sí,"Beca municipal, $1,200",1598,Sí,Solo computadora,Preparatoria,Primaria,Sí,Sí,Sí,Sí,No
AL20235161,Moreno,Delgado,Brandon,brandon.moreno@universidad.edu.mx,brandonmoreno@hotmail.com,6186792820,17/04/2025,Licenciatura en Administración de Empresas,LAE-02,6,No,NA,Sí,Personal/Familiar,Beca de colegiatura,9.4,NA,Con padres o tutores,3,"$15,001-$25,000",Madre,Sí,20,Sí,"Apoyo familiar, Ahorro",No,NA,763,Sí,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,No
AL20234058,Téllez,Suárez,Juan Carlos,al20234058@universidad.edu.mx,tellez.ju@gmail.com,4477425398,18/04/2025,Licenciatura en Derecho,LDE-04,7,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Madre,Sí,29,No,"Apoyo familiar, Trabajo propio",No,NA,742,Sí,Sí a ambos,Preparatoria,Primaria,Sí,No,Sí,Sí,Sí
AL20253170,Camacho,Rosales,Catalina,al20253170@universidad.edu.mx,catalinacamacho@yahoo.com,5536273585,29/04/2025,Licenciatura en Contaduría Pública,LCP-03,1,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Menos de $5,000",Padre,Sí,20,No,"Apoyo familiar, Trabajo propio",No,NA,748,No,Solo internet,Secundaria,Secundaria,No,Sí,Sí,Sí,Sí
AL20232940,Velázquez,Gómez,Natalia,natalia.velazquez@universidad.edu.mx,natalia.velazquez904@gmail.com,8145615223,23/03/2025,Licenciatura en Administración de Empresas,LAE-02,6,No,NA,Sí,Laboral,Beca de transporte,NA,55170,Con otros familiares,5,"$10,001-$15,000",Padre,Sí,31,No,"Apoyo familiar, Apoyo gubernamental",No,NA,1530,No,Ninguno,Sin estudios,Posgrado,No,Sí,Sí,Sí,Sí
AL20240231,López,Orozco,Rosa Elena,al20240231@universidad.edu.mx,rosa_lopez@gmail.com,5541400721,28/06/2025,Licenciatura en Diseño Gráfico,LDG-08,5,No,NA,Sí,Económica,Beca de colegiatura,9.2,NA,Con otros familiares,4,"$5,001-$10,000",El propio estudiante,Sí,33,No,"Apoyo familiar, Trabajo propio",No,NA,467,Sí,Ninguno,Primaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20236294,Castro,Mendoza,Juan Carlos,al20236294@universidad.edu.mx,juan.castro@gmail.com,5562054721,15/03/2025,Licenciatura en Mercadotecnia,LMK-07,6,Sí,1,No,NA,Beca de transporte,NA,07900,Con padres o tutores,4,"$5,001-$10,000",Otro familiar,Sí,14,No,Apoyo gubernamental,No,NA,904,Sí,Sí a ambos,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
AL20235181,Mendoza,Cardenas,Gerardo,gerardo.mendoza@universidad.edu.mx,gerardo369@gmail.com,2267019340,04/04/2025,Licenciatura en Diseño Gráfico,LDG-08,4,Sí,5,No,NA,Beca de transporte,NA,53300,Con padres o tutores,4,"Menos de $5,000",Tutor,Sí,22,No,"Apoyo familiar, Trabajo propio",Sí,"Beca sindical, $1,800",1744,Sí,Solo computadora,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20232065,Pérez,Pacheco,Pedro,pedro.perez@universidad.edu.mx,pedro.perez@hotmail.com,5520223221,30/06/2025,Licenciatura en Contaduría Pública,LCP-03,8,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo familiar, Beca de otra institución",Sí,"Beca Benito Juárez, $2,575",471,No,Sí a ambos,Posgrado,Primaria,No,Sí,No,Sí,Sí
AL20242725,Morales,Torres,Dulce María,al20242725@universidad.edu.mx,dulce.morales657@gmail.com,5624095915,23/05/2025,Licenciatura en Administración de Empresas,LAE-02,4,Sí,1,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"$10,001-$15,000",Otro familiar,Sí,23,No,"Apoyo familiar, Trabajo propio",Sí,"Beca IMJUVE, $2,000",235,No,Sí a ambos,Sin estudios,Secundaria,Sí,No,Sí,Sí,Sí
AL20237681,Villanueva,Álvarez,David,al20237681@universidad.edu.mx,david_villanueva@gmail.com,3349825990,17/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,5,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,5,"Menos de $5,000",Madre,Sí,29,No,"Trabajo propio, Apoyo gubernamental",No,NA,956,No,Ninguno,Secundaria,Secundaria,Sí,No,Sí,Sí,No
AL20254115,Villanueva,Ruiz,Martín,martin.villanueva@universidad.edu.mx,villanueva.ma@gmail.com,5641341324,14/01/2025,Licenciatura en Enfermería,LEN-10,2,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",Otro familiar,Sí,32,Sí,"Apoyo familiar, Trabajo propio",No,NA,549,Sí,Solo computadora,Preparatoria,Posgrado,No,Sí,Sí,Sí,Sí
AL20228608,Cedillo,Castillo,Citlali,citlali.cedillo@universidad.edu.mx,citlali.cedillo@yahoo.com,4422532511,07/06/2025,Licenciatura en Derecho,LDE-04,10,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$15,001-$25,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Beca Benito Juárez, $2,575",893,Sí,Solo internet,Posgrado,Secundaria,No,No,Sí,Sí,Sí
AL20241330,Romero,Castillo,Leticia,leticia.romero@universidad.edu.mx,leticia_romero@gmail.com,9937018036,08/03/2025,Licenciatura en Administración de Empresas,LAE-02,5,No,NA,Sí,Laboral,Beca de colegiatura,7.9,NA,Con padres o tutores,2,"$10,001-$15,000",Padre,No,NA,NA,"Apoyo familiar, Beca de otra institución",Sí,"Beca deportiva institucional, $2,500",543,Sí,Solo internet,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20242874,García,Campos,Gabriel,gabriel.garcia@universidad.edu.mx,gabriel.garcia711@gmail.com,5539239330,24/05/2025,Licenciatura en Derecho,LDE-04,3,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$5,001-$10,000",El propio estudiante,Sí,25,No,"Apoyo familiar, Trabajo propio",Sí,"Beca estatal DIF, $1,500",206,Sí,Ninguno,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20230953,Cortés,Solís,Laura Patricia,laura.cortes@universidad.edu.mx,lauracortes@gmail.com,5624944391,02/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,5,No,NA,Sí,Laboral,Beca de colegiatura,7.5,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,8,No,"Trabajo propio, Apoyo gubernamental",No,NA,771,Sí,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20230067,Herrera,Torres,Sandra,sandra.herrera@universidad.edu.mx,sandra.herrera121@gmail.com,5570663167,26/06/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,No,NA,Beca de colegiatura,7.4,NA,Solo/a,6,"$5,001-$10,000",Madre,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,904,No,Solo computadora,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
AL20249292,Cardenas,Cruz,Sofía,sofia.cardenas@universidad.edu.mx,sofia.cardenas@gmail.com,5564559952,27/03/2025,Licenciatura en Psicología,LPS-05,5,Sí,1,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"$5,001-$10,000",Madre,No,NA,NA,Trabajo propio,No,NA,646,No,Solo computadora,Secundaria,Secundaria,No,No,Sí,Sí,Sí
AL20246423,Navarro,Soto,Manuel,manuel.navarro@universidad.edu.mx,manuel.navarro@gmail.com,5673342248,18/03/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,3,Sí,Económica,Beca de colegiatura,7.0,NA,Con padres o tutores,6,"Más de $25,000",El propio estudiante,Sí,27,No,"Apoyo familiar, Ahorro",No,NA,1087,No,Sí a ambos,Secundaria,Posgrado,No,Sí,Sí,No,Sí
AL20232121,Galindo,Silva,Emilio,emilio.galindo@universidad.edu.mx,emilio.galindo379@outlook.com,5561278527,03/02/2025,Licenciatura en Contaduría Pública,LCP-03,5,Sí,1,Sí,Económica,Beca de transporte,NA,09000,Solo/a,2,"$15,001-$25,000",Padre,Sí,10,No,"Apoyo familiar, Trabajo propio",No,NA,2138,No,Sí a ambos,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
AL20245759,Villanueva,Gutiérrez,Valeria,al20245759@universidad.edu.mx,valeria.villanueva@gmail.com,5585794130,22/01/2025,Licenciatura en Administración de Empresas,LAE-02,1,Sí,2,No,NA,Beca de transporte,NA,44860,Con padres o tutores,3,"Menos de $5,000",Padre,Sí,7,No,"Apoyo familiar, Apoyo gubernamental",No,NA,963,Sí,Solo internet,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20233717,Estrada,Torres,Mónica,al20233717@universidad.edu.mx,monicaestrada@gmail.com,5637171201,18/06/2025,Licenciatura en Mercadotecnia,LMK-07,8,No,NA,Sí,Personal/Familiar,Beca de colegiatura,8.1,NA,Con padres o tutores,4,"$15,001-$25,000",El propio estudiante,Sí,25,No,"Apoyo familiar, Trabajo propio",No,NA,516,No,Sí a ambos,Licenciatura,Sin estudios,No,Sí,Sí,Sí,No
AL20235770,Zavala,Reyes,Sandra,al20235770@universidad.edu.mx,sandra.zavala@gmail.com,5565038607,05/02/2025,Licenciatura en Administración de Empresas,LAE-02,6,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,38,Sí,"Apoyo familiar, Trabajo propio",No,NA,1049,No,Solo computadora,Secundaria,Posgrado,No,Sí,Sí,Sí,Sí
AL20251369,Guerrero,Flores,Laura,laura.guerrero@universidad.edu.mx,laura.guerrero@gmail.com,3399067118,17/06/2025,Licenciatura en Mercadotecnia,LMK-07,3,No,NA,No,NA,Beca de colegiatura,8.8,NA,Con padres o tutores,2,"Más de $25,000",El propio estudiante,Sí,34,No,"Apoyo familiar, Ahorro",No,NA,1362,No,Sí a ambos,Preparatoria,Sin estudios,Sí,No,Sí,Sí,No
AL20205885,Sandoval,Galindo,Alicia,alicia.sandoval@universidad.edu.mx,alicia.sandoval644@gmail.com,6164231803,19/05/2025,Licenciatura en Derecho,LDE-04,11,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,5,"$10,001-$15,000",El propio estudiante,Sí,42,No,"Apoyo familiar, Trabajo propio",No,NA,1107,Sí,Ninguno,Preparatoria,Posgrado,No,Sí,Sí,Sí,No
AL20228656,Rosales,Téllez,Luis Ángel,al20228656@universidad.edu.mx,luis.rosales@gmail.com,8126918084,19/01/2025,Licenciatura en Mercadotecnia,LMK-07,8,Sí,3,No,NA,Beca de colegiatura,7.8,NA,En residencia estudiantil,6,"$5,001-$10,000",Madre,Sí,11,Sí,"Apoyo familiar, Beca de otra institución",No,NA,1183,Sí,Solo computadora,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20245991,Peña,Ruiz,Claudia,claudia.pena@universidad.edu.mx,claudia.pena@gmail.com,4427300894,08/03/2025,Licenciatura en Derecho,LDE-04,5,Sí,1,Sí,Económica,Beca de colegiatura,7.1,NA,Con padres o tutores,5,"Menos de $5,000",Otro familiar,Sí,25,Sí,"Trabajo propio, Apoyo gubernamental",Sí,"Beca deportiva institucional, $2,500",562,No,Ninguno,Preparatoria,Primaria,No,Sí,Sí,Sí,Sí
AL20245962,Molina,Cruz,Víctor,victor.molina@universidad.edu.mx,victor.molina@gmail.com,4479968276,15/05/2025,Ingeniería Industrial,IIN-06,4,Sí,4,No,NA,Beca de colegiatura,9.4,NA,Con padres o tutores,4,"$15,001-$25,000",El propio estudiante,Sí,30,No,Trabajo propio,No,NA,13,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20225590,Campos,Aguilar,Renata,renata.campos@universidad.edu.mx,renata.campos@gmail.com,3323243293,19/04/2025,Ingeniería en Sistemas Computacionales,ISC-01,7,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$15,001-$25,000",Padre,No,NA,NA,"Apoyo familiar, Trabajo propio, Ahorro",No,NA,1146,No,Solo internet,Secundaria,Secundaria,Sí,Sí,No,Sí,Sí
AL20235634,Cruz,Sandoval,Diana,al20235634@universidad.edu.mx,dianacruz@gmail.com,5577869990,31/01/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,3,"$15,001-$25,000",El propio estudiante,Sí,39,No,Apoyo familiar,No,NA,849,No,Solo internet,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20238531,Pacheco,Espinoza,Perla,perla.pacheco@universidad.edu.mx,perla639@hotmail.com,5586735330,19/06/2025,Licenciatura en Diseño Gráfico,LDG-08,6,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Más de $25,000",Beca o apoyo gubernamental,No,NA,NA,Trabajo propio,No,NA,827,No,Sí a ambos,Primaria,Primaria,Sí,No,Sí,Sí,Sí
AL20211364,Ramos,Galindo,César,cesar.ramos@universidad.edu.mx,cesar.ramos@gmail.com,8115311953,14/02/2025,Licenciatura en Contaduría Pública,LCP-03,11,Sí,1,Sí,Personal/Familiar,Beca de colegiatura,9.1,NA,Con padres o tutores,5,"Menos de $5,000",Padre,Sí,24,Sí,"Apoyo familiar, Beca de otra institución",No,NA,41,Sí,Ninguno,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
AL20229723,Trejo,Montes,Ana,ana.trejo@universidad.edu.mx,ana832@gmail.com,3345144962,19/01/2025,Licenciatura en Contaduría Pública,LCP-03,6,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,3,"$5,001-$10,000",Madre,Sí,41,No,Apoyo gubernamental,No,NA,1468,Sí,Solo computadora,Primaria,Posgrado,No,Sí,Sí,Sí,No
AL20246870,Villarreal,Díaz,Pedro,al20246870@universidad.edu.mx,pedrovillarreal@gmail.com,5576036710,12/05/2025,Licenciatura en Derecho,LDE-04,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",El propio estudiante,Sí,44,Sí,Trabajo propio,No,NA,1391,No,Sí a ambos,Secundaria,Licenciatura,No,Sí,Sí,Sí,No
AL20256590,Guerrero,León,Carolina,carolina.guerrero@universidad.edu.mx,carolina.guerrero@gmail.com,5576709690,27/01/2025,Licenciatura en Derecho,LDE-04,1,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$5,001-$10,000",Madre,No,NA,NA,"Apoyo familiar, Ahorro",No,NA,860,No,Ninguno,Preparatoria,Posgrado,No,Sí,Sí,Sí,Sí
AL20254685,Gutiérrez,Cardenas,Paola,paola.gutierrez@universidad.edu.mx,paola256@gmail.com,2299490754,27/06/2025,Licenciatura en Contaduría Pública,LCP-03,2,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo familiar, Ahorro",No,NA,203,No,Solo computadora,Secundaria,Posgrado,No,Sí,Sí,Sí,Sí
AL20251041,Cardenas,Navarro,Juan Diego,juan.cardenas@universidad.edu.mx,juan43@gmail.com,8188163157,23/06/2025,Licenciatura en Psicología,LPS-05,3,No,NA,No,NA,Beca de transporte,NA,09900,Con padres o tutores,4,"$10,001-$15,000",Madre,Sí,35,No,"Apoyo familiar, Trabajo propio",No,NA,1114,No,Solo computadora,Secundaria,Preparatoria,No,No,Sí,Sí,Sí
AL20249053,González,Cedillo,Camila,al20249053@universidad.edu.mx,camilagonzalez@yahoo.com,5581656999,16/03/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,Sí,Laboral,Beca de colegiatura,8.5,NA,Con padres o tutores,4,"$15,001-$25,000",Padre,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,579,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,No
AL20257614,Benítez,Núñez,Carmen,al20257614@universidad.edu.mx,carmen.benitez@gmail.com,8186992070,28/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,3,Sí,4,Sí,Económica,Beca de colegiatura,9.2,NA,Con pareja,5,"$10,001-$15,000",Madre,Sí,39,No,"Apoyo familiar, Crédito educativo",No,NA,657,No,Sí a ambos,Primaria,Preparatoria,Sí,Sí,No,Sí,Sí
AL20229350,Valencia,Núñez,Ximena,ximena.valencia@universidad.edu.mx,ximena_valencia@hotmail.com,9916424862,31/01/2025,Licenciatura en Contaduría Pública,LCP-03,7,Sí,3,Sí,Económica,Beca de transporte,NA,55150,Con pareja,4,"Más de $25,000",Padre,Sí,23,No,Apoyo familiar,No,NA,908,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20238079,Velázquez,Palacios,Sebastián,al20238079@universidad.edu.mx,sebastian.velazquez@outlook.com,3375923613,24/05/2025,Licenciatura en Mercadotecnia,LMK-07,6,Sí,6,No,NA,Beca de colegiatura,7.1,NA,Con padres o tutores,6,"$10,001-$15,000",Padre,Sí,39,No,"Apoyo familiar, Trabajo propio",No,NA,723,No,Sí a ambos,Preparatoria,Primaria,No,Sí,Sí,Sí,No
AL20220058,Morales,Molina,Alejandra,alejandra.morales@universidad.edu.mx,alejandramorales@gmail.com,4425096903,13/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,10,No,NA,Sí,Laboral,Beca de colegiatura,8.6,NA,Con pareja,8+,"$5,001-$10,000",Padre,No,NA,NA,Apoyo familiar,No,NA,0,No,Ninguno,Secundaria,Preparatoria,No,Sí,No,Sí,No
AL20249503,Gómez,Medina,Luis Ángel,luis.gomez@universidad.edu.mx,luis449@hotmail.com,3317678510,11/01/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,3,"$5,001-$10,000",Padre,Sí,7,No,"Apoyo familiar, Trabajo propio",No,NA,595,Sí,Solo internet,Preparatoria,Sin estudios,Sí,Sí,No,Sí,Sí
AL20251090,Bautista,Cisneros,Sandra,sandra.bautista@universidad.edu.mx,sandra730@gmail.com,6150370824,27/01/2025,Licenciatura en Psicología,LPS-05,1,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$15,001-$25,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Beca deportiva institucional, $2,500",454,Sí,Sí a ambos,Preparatoria,Primaria,No,No,Sí,Sí,Sí
AL20227686,Sandoval,Carmona,Beatriz,al20227686@universidad.edu.mx,beatriz558@gmail.com,5547342076,15/01/2025,Licenciatura en Psicología,LPS-05,6,Sí,5,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"Menos de $5,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,0,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20237574,Ríos,Rosales,Ismael,al20237574@universidad.edu.mx,ismael.rios551@gmail.com,2248916554,22/01/2025,Licenciatura en Administración de Empresas,LAE-02,6,No,NA,Sí,Económica,Beca de transporte,NA,13070,En residencia estudiantil,4,"$5,001-$10,000",Padre,Sí,19,No,"Apoyo familiar, Beca de otra institución",No,NA,1336,Sí,Ninguno,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20256111,Rojas,García,Beatriz,al20256111@universidad.edu.mx,beatrizrojas@hotmail.com,5622831792,01/04/2025,Licenciatura en Contaduría Pública,LCP-03,1,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con pareja,3,"$15,001-$25,000",Otro familiar,No,NA,NA,Apoyo familiar,Sí,"Beca SEP, $2,200",107,No,Solo computadora,Posgrado,Licenciatura,No,No,No,Sí,Sí
AL20245525,García,Rodríguez,Brenda,al20245525@universidad.edu.mx,brenda.garcia@gmail.com,5573947221,04/06/2025,Licenciatura en Administración de Empresas,LAE-02,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,0,Sí,Solo internet,Primaria,Primaria,Sí,Sí,Sí,Sí,Sí
