SID,NOMBRE,FECHA_NAC,GENERO,CURP,FECHA_ACT
3223,César Oscar Mendoza Salazar,1990-07-03,M,MESC900703HMCNLS31,09/14/2024
3224,Salvador Gómez Delgado,1986-11-16,M,GEDS861116HMCMLL07,2024-12-29
3225,Brenda Rojas Molina,1997-04-30,F,ROMB970430MDFJLR67,2024-09-09
3226,Rodrigo Trejo Mejía,1992-07-22,M,TEMR920722HDFRJD32,2024-11-15
3227,Ximena Luz Moreno León,1988/03/24,F,MOLX880324MDFRNM56,2025-01-23
3228,Catalina Orozco Medina,1987-09-05,F,OOMC870905MMCRDT45,2025-01-29
3229,Camila Diana Medina Morales,2003-02-09,F,MEMC030209MDFDRM51,2025-01-15
3230,Carmen Castro Cortés,1999-04-13,F,cacc990413mmcsrr98,2024-09-07
,Carmen Castro Cortés,1999-04-13,F,cacc990413mmcsrr98,2024-09-07
3231,Renata Rosales Reyes,1986-06-30,F,RORR860630MDFSYN20,2024-11-05
3232,Erika Sandoval Castillo,1992-10-15,F,SACE921015MDFNSR83,2024-08-20
3233,Enrique Martínez Camacho,2000-05-16,M,MACE000516HDFRMN86,2025-01-16
3234,Diego González Téllez,1995-12-10,M,GOTD951210HMCNLG06,08/31/2024
3235,Miguel Torres Acosta,2001-11-06,M,TOAM011106HDFRCG04,2025-02-14
3236,Daniela Carolina Zavala Mejía,1997-04-04,F,ZAMD970404MDFVJN19,2024-09-08
3237,Patricia Cortés Castro,1993-09-02,F,COCP930902MDFRST24,2025-02-23
3238,Rodrigo Jiménez Rodríguez,1996-10-18,M,JIRR961018HNEMDD91,2025-02-26
3239,enrique jiménez camacho,1996-09-16,M,JICE960916HDFMMN19,2024-08-28
3240,Salvador Kevin Medina Delgado,1986-08-02,M,MEDS860802HDFDLL05,2024-08-19
3241,Dulce Sofía Ríos Estrada,2005-08-05,F,ROED050805MDFSSL37,2024-10-25
3242,Luz Castillo Suárez,1990-11-17,F,CASL901117MDFSRZ30,2024-09-12
3243,Carolina Herrera Sandoval,1986-01-28,F,HESC860128MDFRNR88,07/12/2024
3244,Adriana Cortés Moreno,1989-07-21,F,COMA890721MDFRRD42,2024-09-11
3245,Daniel Diego Ortiz Valencia,1994-11-05,M,OIVD941105HDFRLN54,2025-02-01
3246,Natalia Navarro Moreno,17/01/1990,F,NAMN900117MDFVRT04,2024-12-14
3247,Catalina Aguilar Pérez,1991-12-27,F,AUPC911227MDFGRT85,2024-09-08
3248,Leticia Rodríguez Hernández,1993-03-04,F,ROHL930304MMCDRT37,2025-01-28
3249,Araceli Rosales García,2002-11-20,Masculino,ROGA021120MDFSRR74,2025-02-01
3250,Sebastián Enrique Aguilar Téllez,1999-02-20,M,AUTS990220HMCGLB52,2025-01-08
3251,Andrés Salazar Silva,1985-04-29,M,SASA850429HDFLLN75,2024-12-16
3252,Iván Pérez Figueroa,2000-03-09,M,PEFI000309HDFRGV82,2024-08-02
3253,Diana Muñoz Moreno,1990-04-30,F,MUMD900430MMCZRN70,2024-11-24
3254,Ismael Mejía Álvarez,1997-01-07,M,MEAI970107HMCJLS65,2024-08-04
3255,Beatriz Palacios Estrada,2000-07-14,F,PAEB000714MDFLST43,2024-12-03
3256,Laura Ramírez Domínguez,2004-07-31,F,RADL040731MDFMMR99,2024-12-16
3257,Fernanda Mendoza Cabrera,1998-01-17,F,MECF980117MDFNBR62,02/01/2025
3258,Elena Castro Acosta,1990-12-06,F,CAAE901206MMCSCL29,2024-08-19
3259,María Adriana Ruiz Cabrera,1989-04-30,F,RUCM890430MDFZBR27,2024-12-14
3260,Ignacio López Díaz,1994-06-30,M,LEDI940630HMCPZG03,2025-01-24
3261,Cecilia Gabriela Gutiérrez Espinoza,2001-10-14,F,GUEC011014MDFTSC08,2025-01-12
3262,Alberto Martín Gómez Herrera,2001-01-22,M,GEHA010122HDFMRL24,2024-10-24
3263,Natalia Muñoz Muñoz,2001-03-27,F,MUMN010327MDFZZT67,2024-11-27
3264,Gabriela Pérez Delgado,09/04/1992,F,PEDG920409MNERLB86,2025-02-12
3265,Mario Zavala Mejía,1989-01-07,M,ZAMM890107HDFVJR49,2025-01-01
3266,Saúl León Álvarez,1993-04-29,M,LEAS930429HDFNLL33,2025-01-16
3267,Guadalupe Aguilar Castro,2005-10-29,F,AUCG051029MDFGSD88,2024-09-18
3268,Silvia Fuentes Trejo,09 Apr 1986,F,FUTS860409MDFNRL02,2024-12-27
3269,Vanessa Morales Sánchez,1986-09-16,F,MOSV860916MDFRNN71,2024-10-19
3270,Daniela Flores Gómez,1994-04-22,F,FOGD940422MDFLMN09,2025-02-21
3271,Luz Jiménez Moreno,1998-01-23,F,JIML980123MDFMRZ09,2024-10-15
3272,Francisco Ruiz Ibarra,1987-03-08,M,RUIF870308HDFZBR91,2024-10-15
3273,Andrés Zavala González,1987-06-04,M,ZAGA870604HDFVNN53,2024-10-20
3274,Salvador Medina Romero,1996-05-01,M,MERS960501HDFDML51,2024-11-05
3275,Valentina Ortiz Ortiz,2006-11-23,F,OIOV061123MDFRRL26,2024-08-30
3276,Daniela Rosa Bautista Domínguez,1997-06-14,F,badd970614mdftmn30,2025-01-14
3277,Manuel Enrique Gutiérrez López,1998-10-26,M,GULM981026HMCTPN54,03/10/2024
3278,Ricardo Rosales Ríos,2002-07-01,M,RORR020701HDFSSC78,2025-02-02
3279,Montserrat Regina Torres García,1990-05-20,F,TOGM900520MMCRRN44,2024-12-29
3280,Dulce Estrada Díaz,1985-02-26,F,EADD850226MDFSZL45,2024-12-28
3281,Alan Trejo Orozco,1994-05-28,M,TEOA940528HDFRRL44,2024-12-17
3282,Mónica Diana Hernández Jiménez,2001-12-21,F,HEJM011221MMCRMN92,2024-12-14
3283,Natalia Reyes Bautista,1993-12-25,F,rebn931225mdfytt69,2024-09-06
3284,Claudia Fuentes Ramos,1992-05-06,F,FURC920506MDFNML02,2024-11-06
3285,Rafael Mendoza León,1998-05-18,M,MELR980518HMCNNF14,2024-11-09
3286,Silvia Valencia Núñez,2005-05-05,F,VANS050505MDFLZL72,2024-12-14
3287,Erick Sandoval Mendoza,1990-05-28,M,SAME900528HDFNNR99,2024-09-17
3288,Brandon Kevin Zavala González,1996-09-12,M,ZAGB960912HNEVNR19,2024-10-16
3289,Daniela Salazar Pérez,1988-06-03,F,SAPD880603MDFLRN81,11 Nov 2024
3290,Araceli Delgado Rodríguez,2004-08-31,F,DERA040831MDFLDR62 ,2024-11-24
3291,Jesús Rosales Muñoz,2001-12-30,M,ROMJ011230HDFSZS53,2025-02-14
3292,Valentina María Orozco Trejo,1996-04-16,F,OOTV960416MDFRRL15 ,2025-01-08
3293,Teresa Contreras Suárez,2001-09-10,M,COST010910MMCNRR84,2024-11-09
3294,Miguel Carmona Suárez,1990-09-02,M,CASM900902HDFRRG77,2024-08-10
3295,Carmen Molina Rangel,2001-10-02,F,MORC011002MDFLNR93,2024-09-23
3296,pablo ramón garcía herrera,1995-02-08,M,GAHP950208HDFRRB88,2024-11-20
3297,Ángel Mendoza Ríos,2005-06-17,M,MERA050617HDFNS,2025-02-07
3298,Diana Cecilia Palacios Ramos,2001-07-23,F,PARD010723MDFLMN86,2024-08-12
3299,Montserrat Morales Campos,2005-09-13,F,MOCM050913MDFRMN13,2024-08-17
3300,Andrés Sandoval Ríos,1999-06-19,M,SARA990619HMCNSN03,2025-01-16
3301,Valeria Reyes Valencia,2003-02-10,F,REVV030210MDFYLL14,2024-12-31
3302,SUSANA PÉREZ ZAVALA,2003-04-17,F,PEZS030417MDFRVS57,2025-01-28
3303,Renata Ana Rodríguez López,1986-05-20,F,ROLR860520MDFDPN82,2025-02-26
3304,Daniela Medina Soto,2006-09-12,F,MESD060912MMCDTN89,2024-11-05
3305,Jesús Núñez Muñoz,2002-09-17,M,NEMJ020917HDFZZS79,2024-08-08
3306,Valeria Aguilar Vázquez,1998-12-06,F,AUVV981206MMCGZL92,2024-08-09
3307,Víctor César Mendoza Morales,1993-10-18,M,MEMV931018HDFNRC82,2025-01-26
3308,Alicia Navarro Rodríguez,1990-10-28,F,NARA901028MDFVDL49,2024-09-13
3309,Rafael Silva Herrera,17 Jun 2002,M,SIHR020617HMCLRF79,10/25/2024
3310,Beatriz Reyes Ruiz,2003-03-17,F,RERB030317MMCYZT05,2025-03-01
3311,Erika Leticia Cabrera Bautista,1994-06-19,F,CABE940619MDFBTR00,2024-10-06
3312,Hugo Castillo Guerrero,1996-05-17,M,CAGH960517HDFSRG90,2024-10-26
3313,Francisco Eduardo Castillo Acosta,2005-11-13,M,CAAF051113HDFSCR54,2024-10-15
3314,David Delgado Álvarez,1985-03-19,M,DEAD850319HDFLL,2024-12-11
3315,Ana Raquel Medina Hernández,1999-11-19,F,MEHA991119MDFDRN02,2025-01-07
3316,Karla Ibarra Téllez,1990-03-12,F,IATK900312MDFBLR33,2025-01-10
3317,Gustavo Hugo Reyes Acosta,1998-02-17,M,REAG980217HMCYCS24,2024-12-16
3318,nayeli león soto,2003-02-27,F,LESN030227MDFNTY46,2025-01-12
3319,beatriz cabrera valencia,1996-10-30,F,CAVB961030MMCBLT74,2024-11-08
3320,Uriel Vargas López,1992-08-20,M,VALU920820HMCRPR82,2025-02-14
3321,Verónica Medina Hernández,1991-04-16,F,MEHV910416MDFDRR30,2024-11-08
3322,ANTONIO EMILIO RAMÍREZ ORTIZ,1992-11-13,M,RAOA921113HMCMRN66,2024-12-03
3323,Leticia Muñoz Estrada,2006-07-12,,MUEL060712MDFZST91,2024-10-13
3324,Natalia Núñez Trejo,2005-10-19,F,NETN051019MMCZRT52,2024-09-15
3325,Miguel Campos García,2001-12-17,M,CAGM011217HDFMR,2024-10-24
3326,Néstor Delgado Salazar,2006-10-13,M,DESN061013HDFLLS74,2025-02-16
3327,Antonio Miguel Guerrero Suárez,1994-01-28,M,GUSA940128HMCRRN46,2024-11-25
3328,Luz Vázquez Guerrero,2002-03-30,F,VUGL020330MDFZRZ92,2025-02-24
3329, Guadalupe Cabrera Ramos,10/19/1988,F,CARG881019MNEBMD59,2024-10-27
3330,Citlali Figueroa Carmona,1990-09-12,F,FICC900912MMCGRT60,2024-08-07
3331,Camila Verónica Pérez Flores,2002-04-17,F,PEFC020417MDFRLM36,2024-12-30
3332,Gabriela Figueroa Zavala,1998-01-18,F,FIZG980118MDFGVB51,2024-10-24
3333,Iván Jorge Reyes Sánchez,2006-12-08,M,RESI061208HDFYNV48,2024-11-16
3334,Saúl Carmona Palacios,1993-04-01,M,,2025-01-08
3335,Luis Sánchez Contreras,1990-01-08,M,SECL900108HMCNNS82,2024-11-13
3336,Camila Acosta Rodríguez,2005-04-11,F,,2024-10-03
3337,Víctor Sandoval García,1988-09-11,M,SAGV880911HDFNRC07,2025-02-04
3338,Montserrat Ximena Jiménez Sandoval,2000-01-07,O,JISM000107MMCMNN16,2024-08-17
3339,Ángel Ortiz Lara,2002-07-06,M,OILA020706HDFRRN67,2025-01-17
3340,Karla Fuentes Herrera,1991-06-28,F,FUHK910628MMCNRR61,2024-12-03
3341,Nayeli  Campos  Lara,2003-04-25,F,CALN030425MMCMRY72,2024-08-06
,Nayeli  Campos  Lara,2003-04-25,F,CALN030425MMCMRY72,2024-08-06
3342,Gabriela García Soto,1988-04-24,F,GASG880424MDFRTB68,2025-01-27
3343,Karla Silva Ramírez,1987/08/31,F,SIRK870831MDFLMR51,2024-08-08
3344,Irma Citlali Soto Zavala,1987-02-02,F,SOZI870202MMCTVR72,2025-01-08
3345,Ángel Ramos Trejo,2002-04-27,M,RATA020427HDFMRN36,2024-09-01
3346,Sandra Rosales Núñez,2006-05-30,F,RONS060530MMCSZN81,2024-12-21
3347,Hugo Saúl Rivera Orozco,1985-06-16,M,RIOH850616HMCVRG09,2024-12-22
3348,Néstor Vargas Vargas,2005-10-09,M,VAVN051009HDFRRS26,2024-11-26
3349,Itzel Aguilar Mendoza,1991-01-04,F,AUMI910104MDFGNT83,2024-11-06
3350,Dulce Romero Acosta,2003-11-24,F,ROAD031124MDFMCL57,2024-12-08
3351,Susana Orozco Ortiz,2004-05-29,F,OOOS040529MDFRRS96,2024-09-01
3352,Ismael Armando Rodríguez Torres,2001-03-07,M,ROTI010307HDFDRS55,2024-12-24
3353,Erika Rivera Palacios,1993-01-10,F,RIPE930110MDFVLR72,2024-11-26
3354,Antonio Soto Muñoz,1992-09-14,M,SOMA920914HDFTZN99,01 Aug 2024
3355,Saúl Cortés Carmona,1997-11-20,M,COCS971120HDFRRL89,2025-02-14
3356,Santiago Campos González,2002-02-01,M,CAGS020201HMCMNN47,2024-09-30
3357,Isabel Cortés Valencia,1985-02-14,F,COVI850214MDFRLS62,2025-01-04
3358,Valeria Lara Trejo,1993-09-09,F,LATV930909MDFRRL21,23 Aug 2024
3359,Natalia Ximena Soto Ramirez,1988-08-10,F,SORN880810MDFTMT48,2025-02-21
3360,Carmen Domínguez Cruz,1989-06-15,F,DOCC890615MDFMRR49,2025-02-13
3361,Raquel Ruiz Gómez,1997-10-28,F,RUGR971028MDFZMQ19,2024-08-15
3362,Kevin Hernández Carmona,2003-10-01,M,HECK031001HDFRRV89,2025-02-27
3363,Valentina Renata Mendoza Ruiz,2004-08-02,F,MERV040802MDFNZL88,2025-02-06
3364,Veronica Araceli Castillo Espinoza,1985-08-31,F,CAEV850831MDFSSR10,2024-08-28
3365,Araceli Figueroa Gutiérrez,1999-11-11,F,FIGA991111MDFGTR35,2025-02-08
3366,Dulce Alejandra Cabrera Díaz,1989-04-17,F,CADD890417MMCBZL49,2024-09-02
3367,Enrique Rojas Castro,1992-07-13,M,ROCE920713HMCJSN26,2025-02-19
3368,Santiago Molina Sánchez,2005-06-22,M,MOSS050622HNELNN21,2024-09-03
3369,Saúl Gerardo Delgado Vargas,2002-12-05,M,DEVS021205HDFLRL95,2025-02-25
3370,Daniel Víctor Carmona Lara,1994-06-19,M,CALD940619HDFRRN11,2024-10-05
3371,Santiago Castillo Moreno,1999-06-01,M,CAMS990601HDFSRN22,2024-09-17
3372,héctor sandoval fuentes,1999-03-28,M,SAFH990328HDFNNC19,2024-08-23
3373,Martha Jiménez Reyes,1990-07-28,F,JIRM900728MMCMYR58,2024-12-29
3374,Alberto  Rangel  Estrada,1992-07-14,M,RAEA920714HDFNSL29,2024-09-15
3375,Alejandra Norma Vázquez Reyes,2002-03-17,F,VURA020317MMCZYL29,2024-09-19
3376,Fernando Gutiérrez López,2001-04-20,M,GULF010420HDFTPR04,2024-09-04
3377,Leticia Espinoza Mendoza,1992-09-28,F,EIML920928MDFSNT66,2024-09-25
3378,Fernanda Luz Vázquez Molina,1986-05-29,F,VUMF860529MDFZLR98,2024-10-27
3379,Carolina Herrera Castro,1991-09-25,F,HECC910925MDFRSR49,2024-08-30
3380,Leticia García González,1999-11-17,F,GAGL991117MMCRNT32,2024-11-14
3381,Ángel Álvarez Aguilar,1987-01-21,M,AAAA870121HDFLGN95,2024-08-28
3382,Araceli Rodríguez Martínez,1991-05-11,F,ROMA910511MNEDRR11,2024-11-01
3383,Lucía Gutiérrez López,1996-04-30,F,GULL960430MDFTPC16,2024-11-23
3384,Pedro León Vargas,2006-04-24,M,LEVP060424HDFNRD53,2024-10-01
3385,Catalina Medina Velázquez,20/07/1991,H,MEVC910720MDFDLT13,2024-10-22
3386,Verónica Soto Espinoza,1988-12-21,F,SOEV881221MDFTSR78,2024-11-26
3387,Emilio Guerrero Cabrera,1987-04-07,M,GUCE870407HDFRBM07,2024-11-29
3388,Gabriel José Zavala Contreras,1995-09-22,M,ZACG950922HDFVNB55,2024-10-13
3389,Sebastián Castillo Zavala,1987-08-18,M,CAZS870818HDFSVB88 ,2025-01-12
3390,Jorge Sandoval Carmona,1996-02-28,M,SACJ960228HDFNRR75,2025-01-04
3391,Vanessa Isabel Contreras Flores,1989-12-10,F,COFV891210MMCNLN01,2024-09-29
3392,Alan Cervantes González,1994-12-17,M,CEGA941217HMCRNL40,2025-02-12
3393,Alejandro Jiménez Ramírez,1985-04-17,M,JIRA850417HDFMML51,2024-09-22
3394,Lucía Brenda Castro Valencia,2002-07-11,F,CAVL020711MDFSLC87,2024-12-07
3395,Leticia Daniela Ortiz Velázquez ,2004-07-27,F,OIVL040727MDFRLT40,2024-09-16
3396,Erick Armando Molina Ibarra,1992-08-25,M,MOIE920825HDFLBR09,2024-10-10
3397,Gabriel Leonardo Estrada Mendoza,1995-09-09,M,EAMG950909HDFSNB05,2024-12-27
3398,Gabriela Teresa Martínez Rangel,2000-10-20,F,MARG001020MDFRNB12,2025-02-20
3399,Mario Tomás Navarro Carmona,2005-07-11,M,NACM050711HDFVRR97,2025-01-12
3400,Mariana Mendoza Salazar,1998-07-18,F,MESM980718MDFNLR46 ,2025-02-18
3401,Eduardo Mateo Flores Molina ,1995-10-19,M,FOME951019HDFLLD78,2024-10-05
3402,Claudia Domínguez Delgado,2000-06-01,F,DODC000601MCSMLL27,2024-09-18
3403,Juan Molina Castro,1994-10-30,M,MOCJ941030HDFLSN46,2024-11-13
3404,Armando Lara Soto,1986-10-23,M,LASA861023HDFRTR11,2024-11-03
3405,Fernanda García León,1994-05-19,F,PENDIENTE,2025-01-29
3406,Ana Silva Torres,1994-08-24,F,SITA940824MDFLRN99,2024-10-11
3407,Beatriz Cecilia Campos Castillo,1995-06-03,F,CACB950603MDFMST15,2024-08-01
3408,Antonio Hugo Reyes Muñoz,2000-06-28,M,REMA000628HDFYZN05,2024-09-13
3409,Miguel Torres Ramos,1995-06-21,M,TORM950621HDFRMG10,2024-10-31
3410,Oscar Palacios Castro,1994-11-28,M,PACO941128HMCLSS57,2024-11-21
,Oscar Palacios Castro,1994-11-28,M,PACO941128HMCLSS57,2024-11-21
3411,Karla Cervantes Valencia,2000-11-02,F,CEVK001102MDFRLR35,2024-09-26
3412,Erick Gutiérrez Jiménez,1991-05-19,M,GUJE910519HDFTMR65,2025-02-27
3413,Valentina  Espinoza  Vargas,1988-04-01,F,EIVV880401MDFSRL33,2024-09-21
3414,Norma López Palacios,1987-09-11,F,LEPN870911MDFPLR49,2024-09-11
,Norma López Palacios,1987-09-11,F,LEPN870911MDFPLR49,2024-09-11
3415,Ana Isabel Ramírez Cortés,1994-10-11,F,RACA941011MDFMRN40,2024-12-21
3416,Sebastián Domínguez Rosales,1996-04-27,M,DORS960427HDFMSB04,2024-08-03
3417,Miguel Velázquez Téllez,2001-05-19,M,VETM010519HDFLLG47,2024-10-29
3418,Alejandro Rodrigo Hernández Álvarez,1992-07-09,M,HEAA920709HDFRLL02,2025-01-05
3419,Jorge Palacios Herrera,2004-10-05,M,PAHJ041005HDFLRR06,2024-10-12
3420,Gerardo Palacios Suárez,1989-05-16,M,PASG890516HDFLRR03,2024-09-19
3421,Gerardo Armando Hernández León,1986-03-09,M,HELG860309HDFRNR77,2024-08-20
3422,Fernanda  Castillo  Cabrera,2000-03-22,Femenino,CACF000322MDFSBR07,2024-08-15
3423,Hugo Ibarra Vargas,2005-02-10,M,IAVH050210HDFBRG06,2024-12-27
3424,Alejandro Zavala Velázquez,1992-09-30,M,ZAVA920930HDFVLL06,2024-12-04
3425,Teresa Leticia Ramírez Herrera,1990-01-10,F,RAHT900110MDFMRR39,2025-01-04
3426,Itzel Romero Medina,1991-07-10,F,ROMI910710MMCMDT35,2025-01-04
3427,Jesús García Díaz,2004-11-28,M,GADJ041128HDFRZS25,2024-09-12
3428,María Rosales Camacho,1990-11-24,F,ROCM901124MDFSMR27,2025-01-07
3429,Tomás Ángel Herrera Contreras,1990/05/19,M,HECT900519HMCRNM95,2024-09-07
3430,Verónica Orozco Martínez,1999-02-25,F,OOMV990225MDFRRR87,2025-02-11
3431,Ramón Rivera Sánchez,1985-11-10,M,RISR851110HDFVNM62,2024-09-02
3432,Beatriz Sofía Herrera Castro,2000-12-05,F,HECB001205MDFRST65,2024-12-01
3433,Martha Valentina Mendoza Salazar,1988-07-07,F,MESM880707MDFNLR39,2024-11-24
3434,Isabel Morales Muñoz,1994-02-17,F,MOMI940217MDFRZS59,2025-02-11
3435,Omar Gabriel Trejo Guerrero,2003-09-21,M,TEGO030921HDFRRM75,2024-12-14
3436,Ana Dulce Velázquez Ramírez,2006-08-28,F,VERA060828MDFLMN38,2024-12-27
3437,Roberto Cabrera Acosta,1992-12-12,M,CAAR921212HMCBCB58,2024-10-24
3438,Norma Sofía Castro Camacho,1988-05-06,F,CACN880506MDFSMR49,2024-10-21
3439,Ignacio Díaz Cabrera,1988-12-25,M,DACI881225HDFZBG68,2024-08-24
3440,Montserrat Martha Palacios Fuentes,2003-12-10,F,PAFM031210MMCLNN18,2024-09-27
3441,Alejandro Mendoza Rivera,2003-09-15,M,MERA030915HDFNVL05,2024-12-18
3442,Néstor Herrera Núñez,1987-10-26,M,HENN871026HMCRZ,2024-09-09
3443,Laura Gabriela Gómez Soto,1989-07-30,F,GESL890730MDFMTR96,2024-09-18
3444,Araceli Reyes Carmona ,1996-12-31,,RECA961231MGTYRR01,2024-12-26
3445,Laura Valentina Fuentes Vargas,2000-10-31,F,FUVL001031MDFNRR87,2024-08-15
3446,Enrique Sánchez Morales,1998-01-17,M,SEME980117HDFNRN82,2024-12-21
3447,Rodrigo Rodrigo Morales Domínguez,1985-06-18,M,MODR850618HDFRMD56,01/03/2025
3448,Alan Vázquez Molina,1993-03-25,M,VUMA930325HDFZLL08,2024-09-03
3449,Mónica Campos Palacios,1986-03-30,F,CAPM860330MDFMLN92,2025-02-16
3450,Sebastián Reyes Cervantes,2003-04-18,M,RECS030418HMCYRB32,2025-02-20
3451, Carlos Ruiz García,2005-01-21,M,RUGC050121HDFZRR33,2024-09-15
3452,Cristian Mejía Velázquez,1987-06-21,M,mevc870621hdfjlr00,2024-12-06
3453,Gerardo Gustavo Fuentes Cervantes,2003-02-04,M,FUCG030204HDFNRR00,2025-01-23
3454,Sergio Trejo Contreras,09/16/1985,M,TECS850916HDFRNR11,2024-08-28
3455,Guadalupe Camacho Navarro,2002-09-08,F,CANG020908MDFMVD28,2024-09-06
3456,Guadalupe Orozco Martínez,1995-08-03,F,OOMG950803MDFRRD31,2024-08-14
3457,Fernando Trejo Álvarez,2004-06-13,M,TEAF040613HDFRLR98,2024-09-18
3458,Rosa Renata Delgado Figueroa,1989-04-15,F,DEFR890415MDFLGS83,2024-08-31
3459,Alejandra Gutiérrez Mejía,1995-12-12,F,GUMA951212MDFTJL78,2024-11-15
3460,Guadalupe Reyes Rodríguez,19/08/2002,F,RERG020819MDFYDD55,2025-01-05
3461,Isabel Molina Núñez,1996-02-26,F,MONI960226MDFLZS07,2024-11-16
3462,Vanessa Valencia Sánchez,2000-07-15,F,VASV000715MDFLNN09,2024-12-08
3463,María Suárez Rangel,2003-09-07,m,SURM030907MDFRNR62,2024-12-25
3464,Brandon Medina Rosales,1991-07-24,M,MERB910724HMCDSR96,2024-09-29
3465,Oscar Mejia Trejo,1997-04-26,M,METO970426HDFJRS19,2024-10-27
3466,uriel aguilar domínguez,1998-09-22,M,AUDU980922HDFGMR10,2024-11-30
3467,Renata Teresa Sandoval Flores ,2003-07-05,F,SAFR030705MDFNLN71,2025-01-05
3468,Regina Martínez Herrera,03 Oct 1990,F,MAHR901003MDFRRG62,2024-09-13
3469,Sandra Diana Suárez Trejo,1991-05-24,F,SUTS910524MMCRRN28,2025-02-15
3470,Claudia Domínguez Velázquez,2003-07-19,F,DOVC030719MDFMLL34,2025-02-07
3471,Tomás Mendoza Muñoz,2006-09-03,M,MEMT060903HDFNZM78,2024-11-08
3472,Brandon Cabrera Torres,1999-12-27,M,PENDIENTE,2025-01-02
3473,Renata Perla Ibarra Ruiz,2004-11-14,F,IARR041114MDFBZN58,2024-08-26
3474,Rafael Valencia Álvarez,1998-05-01,M,VAAR980501HDFLLF84,2024-08-09
3475,Mónica Rojas Cruz,1998-12-02,F,ROCM981202MMCJRN34,2024-09-11
3476,Axel José López Molina ,1994-11-08,M,LEMA941108HNEPLX25,2024-10-14
3477,Yolanda Aguilar Cruz,1989-10-19,F,AUCY891019MDFGRL82,2024-08-31
3478,Ángel Gabriel Vargas Campos,1994-07-23,M,VACA940723HDFRMN22,2024-09-03
3479,Alberto Sergio Cruz Jiménez,1992-12-07,M,CUJA921207HMCRML84,2024-12-17
3480,Ricardo Reyes Ramos,1985-10-22,M,RERR851022HDFYMC78,2025-01-30
3481,Antonio Hernández Ruiz,1994-07-30,M,HERA940730HMCRZN57,2024-10-09
3482,Tomás Estrada Torres,1997-11-16,M,EATT971116HDFSRM30,2025-02-10
3483,Carmen Laura Zavala Campos,2001-03-31,F,ZACC010331MMCVMR65,2024-08-19
3484,Carmen Orozco Flores,2000-08-27,F,OOFC000827MMCRLR82,2024-10-29
3485,José Acosta Camacho,1997-09-11,M,AOCJ970911HDFCMS61,2024-10-24
3486,Alejandro Domínguez Domínguez,1986-10-02,M,DODA861002HDFMML45,2025-02-18
3487,Andrés Pedro Guerrero Gómez,1999-10-02,M,GUGA991002HNERMN06,2024-09-08
3488,Natalia Vázquez Álvarez,1986-08-01,F,VUAN860801MDFZLT77,2024-09-13
3489,Karla Medina Aguilar,2003-08-17,F,MEAK030817MMCDGR20,2024-08-04
3490,Alicia Guerrero Reyes,2002-05-04,F,GURA020504MDFRYL82,2024-10-29
3491,Silvia Herrera Rivera,2006-04-24,F,HERS060424MDFRVL76,2025-01-13
3492,Diego Díaz Fuentes,1989-06-27,H,DAFD890627HDFZNG76,2024-08-15
3493,Leticia Velázquez Martínez,1989-12-04,F,VEML891204MMCLRT60,2024-08-15
3494,Fernanda Regina Suárez Zavala,2004-07-16,F,SUZF040716MMCRVR92,2024-09-10
3495,Camila Aguilar Navarro,1999-08-06,F,AUNC990806MMCGVM53,2025-01-30
3496,Adriana Salazar Vargas,2005-06-02,F,SAVA050602MMCLRD50,2025-01-22
3497,Daniela Moreno Reyes,1995-08-27,F,MORD950827MMCRYN41,2024-09-05
3498,Ismael Ángel Torres Ríos,2001-12-23,M,TORI011223HMCRSS94,2024-09-17
3499,Andrés Bautista Molina,1995-05-29,M,BAMA950529HDFTLN88,2024-12-24
3500,Juan Álvarez Moreno,1989-03-04,M,AAMJ890304HDFLRN10,2025-01-07
3501,Salvador Rojas Orozco,2002-02-28,M,ROOS020228HDFJRL92,2024-08-26
3502,Karla Aguilar Rodríguez,1996-07-01,F,AURK960701MDFGDR05,2024-10-12
3503,Alberto Morales Silva,1997-09-12,M,MOSA970912HDFRLL47,2025-01-18
3504,Ramón Arturo Zavala Velázquez,1999-11-28,M,ZAVR991128HDFVLM38,2024-09-11
3505,Daniela Diana Rosales Reyes,1985-12-30,F,RORD851230MMCSYN87,2025-01-26
3506,Karla Mariana Torres Vázquez,2005-04-17,F,TOVK050417MDFRZR88,2024-12-30
3507,Irma Morales León,2004-04-19,F,MOLI040419MDFRNR60,2024-09-19
3508,Felipe Ramírez Rangel,1988-09-05,M,RARF880905HMCMNL36,2024-12-23
3509,David López Núñez,1996-05-12,M,LEND960512HMCPZV09,2025-01-03
3510,Néstor Ramírez Acosta,1997-12-03,M,RAAN971203HMCMCS80,2025-02-19
3511,Erika  Núñez  Vargas,1999-03-15,F,NEVE990315MDFZRR05,2024-11-13
3512,omar aguilar morales,30 Mar 1999,M,AUMO990330HDFGRM83,09/28/2024
3513,Valeria Reyes Muñoz,2004-06-22,F,REMV040622MDFYZL74,2024-10-12
3514,CLAUDIA MORALES ROSALES,1998-09-02,F,MORC980902MDFRSL90,2025-02-25
3515,Valentina Cabrera Rivera,2000-09-05,F,CARV000905MDFBVL04,2025-01-23
3516,Rafael Palacios Camacho,1990-08-13,M,PACR900813HDFLMF17,2024-08-29
3517,Alberto Antonio Herrera Álvarez,1994-08-26,M,HEAA940826HDFRLL72,2024-09-08
