SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
2003,Calle República de Cuba 252,Coyoacán,Centro,Sonora,74332,2024-12-11
2004,Av. División del Norte 793,Coyoacán,Iztapalapa,Ciudad de México,06700,2024-11-12
2005,Circuito Interior 447 Int. 1,Buenos Aires,Cuautitlán Izcalli,Estado de México,54180,2024-09-04
2006,Av. Universidad 870,Pedregal,Zinacantepec,Estado de México,55284,2024-06-03
2007,Eje 3 Norte 259,Aragón,Iztapalapa,Ciudad de México,14418,2024-11-17
2008,Viaducto Miguel Alemán 407 Int. 3,FLORIDA,Iztapalapa,Ciudad de México,15360,2024-09-15
2009,Eje 1 Poniente 58 Int. 14,Milpa Alta,Xochimilco,Ciudad de México,04300,2024-11-23
2010,Calz. de Tlalpan 12 Int. 12,Pantitlán,Tlalnepantla,Estado de México,55170,2024-10-07
2011,Eje 8 Sur 994,Pedregal,Centro,Nayarit,024133,2024-10-25
2012,Av. Universidad 825,Cuauhtémoc,Chalco,Estado de México,55030,2025-01-05
2013,Calle Tacuba 427,General Anaya,Venustiano Carranza,Ciudad de México,15360,2024-11-14
2014,Av. Juárez 942 Int. 16,Doctores,Miguel Hidalgo,Ciudad de México,05100,2025-01-06
2015,Calle Pitágoras 638 Int. 16,Pantitlán,Texcoco,Estado de México,56230,2024-06-01
2016,Av. División del Norte 954,Pantitlán,Tlalpan,Ciudad de México,09030,2024-12-07
2017,Calz. Ermita Iztapalapa 375,Milpa Alta,Metepec ,Estado de México,50030,2024-10-06
2018,Calle Leibniz 99,Polanco,Texcoco,Estado de México,56289,2024-08-15
2019,Av. Reforma 346 Int. 8,Santa María la Ribera,Iztapalapa,Ciudad de México,09020,2024-06-11
2020,Av. Hidalgo 649 Int. 6,Morelos,Venustiano Carranza,Ciudad de México,16090,2024-11-28
2021,Eje 2 Norte 747 Int. 7,Condesa,Gustavo A. Madero,Ciudad de México,13040,2024-10-28
2022,Periférico Norte 998,Coapa,Cuautitlán Izcalli,Estado de México,56327,2024-06-02
2023,Calz. Ermita Iztapalapa 780,Clavería,Iztacalco,Ciudad de México,16100,2024-06-08
2024,Calle Moneda 676 Int. 9,Agrícola Oriental,Milpa Alta,Ciudad de México,15330,2024-11-27
2025,Calle Leibniz 38,General Anaya,Álvaro Obregón,Ciudad de México,08500,2025-01-04
2026,Calle 16 de Septiembre 406 Int. 18,Jardines del Pedregal,Miguel Hidalgo,Ciudad de México,06820,2025-02-09
2027,Eje 3 Sur 627,Buenos Aires,Iztapalapa,Ciudad de México,16000,2024-10-27
2028,Circuito Interior 29 Int. 20,Anzures,Cuajimalpa,Ciudad de México,15700,2024-11-09
2029,Av. Reforma 106,Clavería,Gustavo A. Madero,Ciudad de México,01070,2024-12-15
2030,Av. Aztecas 220,Guerrero,Tláhuac,Ciudad de México,09720,2025-02-11
2031,Calle Pitágoras 774 Int. 3,San Rafael,Cuajimalpa,Ciudad de México,15340,2025-01-29
2032,Calle Madero 397 Int. 12,Condesa,Tláhuac,Ciudad de México,08800,2024-06-06
2033,Av. Juárez 472,Clavería,Álvaro Obregón,Ciudad de México,09200,2024-11-21
2034,Eje 3 Norte 766,Country Club,Gustavo A. Madero,Ciudad de México,09240,2025-02-20
2035,Calle 16 de Septiembre 826 Int. 5,Lindavista,Coyoacán,Ciudad de México,11620,2024-08-10
2036,Av. Cuauhtémoc 806 Int. 7,Iztapalapa,Ixtapaluca,Estado de México,50300,2024-11-21
2037,Calle 16 de Septiembre 351,Balbuena,Magdalena Contreras,Ciudad de México,15340,2024-12-31
2038,Calle Moneda 530 Int. 8,Aragón,Venustiano Carranza,Ciudad de México,11590,2024-07-05
2039,Av. Reforma 695,General Anaya,Miguel Hidalgo,Ciudad de México,06840,2025-02-04
2040,Av. Universidad 130 Int. 1,Agrícola Oriental,Iztacalco,Ciudad de México,06500,2024-08-25
2041,Av. Coyoacán 392,Peralvillo,Tlalpan,Ciudad de México,10000,2025-02-11
2042,Eje 2 Poniente 57,Polanco,Huixquilucan,Estado de México,5427O,2025-02-06
2043,Calle Euler 370 Int. 7,Coyoacán,Miguel Hidalgo,Ciudad de México,01030,2024-08-16
2044,Av. Taxqueña 72,Pedregal,Magdalena Contreras,Ciudad de México,04030,2024-07-26
2045,Av. Hidalgo 203 Int. 13,Tepito,Ecatepec,Estado de México,55339,2024-08-10
2046,Av. Chapultepec 747,Agrícola Oriental,La Paz,Estado de México,56298,2024-09-11
2047,Eje Central 970,Coapa,Cuauhtémoc,Ciudad de México,08040,2024-08-06
2048,Calle Leibniz 159,Pantitlán,Centro,Chihuahua,48529,2024-10-01
2049,Calz. Ignacio Zaragoza 522 Int. 17,Jardines del Pedregal,Miguel Hidalgo,Ciudad de México,15380,2024-09-14
2050,Av. Tlalpan 524,Roma Sur,Venustiano Carranza,Ciudad de México,11000,2024-10-21
2051,Av. Canal de Miramontes 726 Int. 3,Industrial Vallejo,Nezahualcóyotl,Estado de México,54274,2024-07-12
2052,Calz. Ermita Iztapalapa 565,Peralvillo,Tlalpan,ciudad de méxico,15510,2024-06-30
2053,Calle República de Cuba 411,Lomas de Chapultepec,Iztapalapa,Ciudad de México,16080,2024-10-24
2054,Av. Reforma 501,Granada,Cuajimalpa, Ciudad de México,09710,2024-10-20
2055,Eje 4 Sur 560 Int. 20,Industrial Vallejo,Azcapotzalco,Ciudad de México,14600,2024-08-19
2056,Eje 3 Sur 845,Florida,Centro,Coahuila,25777,2024-10-03
2057,Av. Aztecas 620,Tepito,Iztacalco,Ciudad de México,11590,2024-11-04
2058,Calle Donceles 920 Int. 5,Roma Sur,Iztacalco,Ciudad de México,07900,2024-12-03
2059,Calle 5 de Mayo 929 Int. 6,Moctezuma,Álvaro Obregón,Ciudad de México,11300,2024-12-11
2060,Calz. de la Viga 240 Int. 18,Granada,Iztapalapa,Ciudad de México,07300,2024-07-15
2061,Periférico Norte 159,Azcapotzalco,Milpa Alta,Ciudad de México,02080,2024-08-07
2062,Calz. Ignacio Zaragoza 455,Roma Norte,Benito Juárez,Ciudad de México,011200,2024-10-30
2063,Calz. Ignacio Zaragoza 41,Florida,Naucalpan,Estado de México,53210,2024-09-20
2064,Eje 3 Sur 66,Buenos Aires,NEZAHUALCÓYOTL,Estado de México,50140,2024-12-08
2065,Av. Chapultepec 176,Doctores,Milpa Alta,Ciudad de México,06800,2024-06-13
2066,Calle Isabel la Católica 922 Int. 17,Del Carmen,Tlalnepantla,estado de méxico,53390,2025-02-27
2067,Calle 16 de Septiembre 868 Int. 7,Aragón,Tlalpan,Ciudad de México,11010,2024-11-01
2068,Av. Canal de Miramontes 274 Int. 9,Anzures,Benito Juárez,Ciudad de México,11820,2025-01-20
2069,Calle 16 de Septiembre 486,Del Valle,Benito Juárez,Ciudad de México,15830,2024-06-29
2070,Calle Bolívar 920,Granada,La Paz,Estado de México,53120,2024-09-27
2071,Av. Canal de Miramontes 601 Int. 6,balbuena,Iztapalapa,Ciudad de México,04310,2024-06-01
2072,Calle Madero 168 Int. 4,Cuauhtémoc,Zinacantepec,Estado de México,54230,2025-01-13
2073,Calz. Ignacio Zaragoza 711,Country Club,Miguel Hidalgo,Ciudad de México,13600,2024-08-10
2074,Calle Tacuba 684 Int. 10,Clavería,Tultitlán,Estado de México,52234,2025-01-12
2075,Calz. de la Viga 627,Morelos,Tlalpan,Ciudad de México,14250,2025-03-01
2076,Av. Tláhuac 76 Int. 20,General Anaya,Álvaro Obregón,Ciudad de México,07020,2024-10-27
2077,Eje 4 Sur 14 Int. 15,Obrera,Azcapotzalco,Ciudad de México,08040,2024-12-06
2078,Calz. de la Viga 604,Cuauhtémoc,Cuauhtémoc,Ciudad de México,06600,2024-06-02
2079,Av. Aztecas 789 Int. 5,Pantitlán,Tlalnepantla,Estado de México,56343,2024-10-20
2080,Eje 1 Poniente 763,Country Club,miguel hidalgo,Ciudad de México,09900,2024-12-12
2081,Circuito Interior 789 Int. 8,Doctores,Azcapotzalco,Ciudad de México,15310,2024-09-16
2082,Eje 2 Norte 179,Hipódromo,Cuajimalpa,Ciudad de México,14320,2024-09-12
2083,Periférico Norte 898,Tlalpan,Iztapalapa,Ciudad de México,06300,2024-07-30
2084,Av. Insurgentes 978 Int. 7,Xochimilco,Centro,Nuevo León,81671,2024-09-17
2085,Calle Isabel la Católica 149,Guerrero,Tlalpan,Ciudad de México,15620,2024-12-04
2086,Calle Pino Suárez 703,Aragón,Venustiano Carranza,Ciudad de México,14300,2024-12-05
2087,Av. Tláhuac 31 Int. 11,Granada,Tláhuac,Ciudad de México,08060,2025-03-01
2088,Av. Cuauhtémoc 77,Peralvillo,Miguel Hidalgo,Ciudad de México,08700,2024-11-04
2089,Av. Universidad 105,Florida,Ixtapaluca,Estado de México,55440,2024-07-07
2090,Calz. Ignacio Zaragoza 128,Tabacalera,Iztapalapa,Ciudad de México,09860,2024-06-29
2091,Av. Cuauhtémoc 144,Tabacalera,Centro,Nuevo León,25717,2024-12-02
2092,Av. Insurgentes 643,Del Carmen,Cuauhtémoc,Ciudad de México,014410,2024-09-29
2093,Av. Revolución 338,Hipódromo,Cuauhtémoc,Ciudad de México,11800,2025-01-11
2094,Av. Insurgentes 203 Int. 5,Culhuacán,Cuauhtémoc,Ciudad de México,10100,2024-09-09
2095,Av. División del Norte 905,Clavería,Cuajimalpa,Ciudad de México,09820,2024-10-31
2096,Calle Euler 241,General Anaya,Azcapotzalco,Ciudad de México,15600,2024-09-02
2097,Calle República de Cuba 142,Azcapotzalco,Centro,Tlaxcala,51996,2024-06-28
2098,Calle 5 de Mayo 968,Tepito,CHALCO,Estado de México,56270,2024-08-29
2099,Av. Revolución 603,Del Carmen,Benito Juárez,Ciudad de México,13430,2024-09-15
2100,Calle Leibniz 783,Tepito,Iztacalco,Ciudad de México,14340,2024-07-08
2101,Eje 8 Sur 744 Int. 12,Obrera,Álvaro Obregón,Ciudad de México,10000,2025-02-07
2102,Eje 8 Sur 866 Int. 20,Jardines del Pedregal,Tultitlán,Estado de México,50300,2024-10-22
2103,Calz. Ermita Iztapalapa 167 Int. 14,SAN LORENZO TEZONCO,Ecatepec,Estado de México,56297,2024-07-20
2104,Calz. de la Viga 392,General Anaya,Magdalena Contreras,Ciudad de México,14269,2025-01-29
2105,Av. División del Norte 720,San Rafael,Álvaro Obregón,Ciudad de México,14000,2024-12-31
2106,Periférico Sur 757 Int. 18,Culhuacán,Benito Juárez,Ciudad de México,13500,2024-11-28
2107,Av. Chapultepec 706,Tepito,Milpa Alta,Ciudad de México,11200,2025-01-12
2108,Eje 3 Norte 925,Juárez,Álvaro Obregón,Ciudad de México,04000,2024-08-21
2109,Eje Central 610 Int. 7,Tlacopac,Cuajimalpa,Ciudad de México,05040,2024-12-10
2110,Av. Tláhuac 933 Int. 6,San Ángel,Magdalena Contreras,Ciudad de México,15310,2025-01-07
2111,Av. Revolución 316,Roma Sur,Metepec,Estado de México,55448,2025-01-23
2112,Calz. de la Viga 961,Jardines del Pedregal,Huixquilucan,Estado de México,54260,2024-10-23
2113,Eje 6 Sur 247 Int. 12,San Lorenzo Tezonco,Ecatepec,Estado de México,55258,2024-06-24
2114,Calz. Ermita Iztapalapa 557,Centro,Chalco,Estado de México,50240,2025-02-12
2115,Eje 3 Sur 931,Morelos,Benito Juárez,Ciudad de México,09700,2024-08-23
2116,Calle Pitágoras 915,Obrera,Atizapán de Zaragoza,Estado de México,55067,2024-11-29
2117,Eje 4 Sur 826 Int. 14,Peralvillo,Gustavo A. Madero,Ciudad de México,01040,2024-10-12
2118,Calz. Ignacio Zaragoza 578 Int. 5,Magdalena Contreras,Tláhuac,Ciudad de México,08200,2024-11-08
2119,Av. Taxqueña 104 Int. 19,Cuauhtémoc,Coyoacán,Ciudad de México,,2024-08-05
2120,Calle República de Cuba 911,Guerrero,Tlalnepantla,Estado de México,55248,2024-10-13
2121,Eje 1 Norte 828,Pedregal,Iztapalapa,Ciudad de México,13000,2025-01-08
2122,Eje 1 Norte 561,San Rafael,magdalena contreras,Ciudad de México,14060,2024-08-17
2123,Eje 8 Sur 381,Buenos Aires,Magdalena Contreras,Ciudad de México,09830,2024-08-21
2124,Av. Chapultepec 117,Jardines del Pedregal,Venustiano Carranza,Ciudad de México,04010,2024-11-28
2125,Eje 2 Poniente 760 Int. 1,Xochimilco,Azcapotzalco,Ciudad de México,04200,2024-06-12
2126,Calz. de la Viga 60,Moctezuma,Xochimilco,Ciudad de México,14080,2024-12-10
2127,Eje 3 Sur 975 Int. 6,San Rafael,Álvaro Obregón,Ciudad de México,14600,2024-06-30
2128,Calle Madero 222,Mixcoac,Magdalena Contreras,Ciudad de México,14610,2024-11-09
2129,Av. Canal de Miramontes 668 Int. 4,Granada,Benito Juárez,Ciudad  de  México,09850,2024-09-24
2130,Calle Isabel la Católica 46,Lomas de Chapultepec,Milpa  Alta,Ciudad de México,14200,2024-07-23
2131,Av. Tlalpan 759,Pedregal,Huixquilucan,Estado de México,55415,2025-02-03
2132,Calz. Ermita Iztapalapa 630 Int. 10,Churubusco,Cuajimalpa,Ciudad de México,15440,2024-08-13
2133,Av. Chapultepec 119,Santa Catarina,Magdalena Contreras,Ciudad de México,11470,2025-01-27
2134,Av. Hidalgo 676 Int. 13,Hipódromo,Centro,San Luis Potosi,67410,2024-12-23
2135,Eje 6 Sur 115 Int. 3,Coapa,Magdalena Contreras,Ciudad de México,06900,2024-11-04
2136,Calz. de la Viga 872,Iztapalapa,Coacalco,Estado de México,55210,2024-10-07
2137,Calz. Ignacio Zaragoza 886,Iztapalapa,Iztacalco,Ciudad de México,08300,2025-01-30
2138,Calle 5 de Mayo 54,Constitución de 1917,Tlalpan,Ciudad de México,02010,2024-10-11
2139,Eje 4 Sur 84 Int. 7,Tlalpan,Miguel Hidalgo,Ciudad de México,13020,2024-12-26
2140,Av. Universidad 993 Int. 3,Aragón,Magdalena Contreras,Ciudad de México,06500,2024-09-24
2141,Calz. de Tlalpan 5,Morelos,Iztacalco,Ciudad de México,06700,2025-02-14
2142,Calle Leibniz 479,Santa Catarina,Álvaro Obregón,Ciudad de México,08040,2024-09-30
2143,Av. Chapultepec 884,Tlalpan,Tlalpan,Ciudad de México,06200,2024-07-22
2144,Calle Isabel la Católica 707,Tlalpan,Xochimilco,Ciudad de México,14738,2024-10-15
2145,Eje 2 Norte 693 Int. 4,Lomas de Chapultepec,Tlalpan,Ciudad de México,14410,2024-08-18
2146,Eje 8 Sur 320,Centro,Benito Juárez,Ciudad de México,09560,2024-12-06
2147,Eje 5 Sur 895,Roma Norte,Cuajimalpa,Ciudad de México,06020,2024-06-02
2148,Periférico Sur 635,Roma Sur,La Paz,Estado de México,55374,2024-10-14
2149,Calle Isabel la Católica 118 Int. 1,Cuauhtémoc,Chalco,Estado de México,52180,2024-10-22
2150,Eje 1 Norte 866,Mixcoac,Coyoacán,Ciudad de México,16035,2024-07-03
2151,Periférico Sur 172,Centro,Chalco,Estado de México,50140,2024-07-02
2152,Av. Cuauhtémoc 296 Int. 3,Anzures,Iztapalapa,CIUDAD DE MÉXICO,14650,2024-09-04
2153,Calle Uruguay 764,Doctores,Zinacantepec,Estado de México ,56300,2024-10-30
2154,Calle Tacuba 430,Pantitlán,Chimalhuacán,Estado de México,55250,2024-07-13
2155,Eje 1 Poniente 304 Int. 3,Constitución de 1917,Tláhuac,Ciudad de México,14380,2024-11-12
2156,Calz. Ermita Iztapalapa 449,Pantitlán,Xochimilco,Ciudad de México,09800,2024-11-09
2157,Eje 3 Sur 260,Roma Norte,Magdalena Contreras,Ciudad de México,15520,2024-06-15
2158,Eje 1 Norte 718 Int. 8,Milpa Alta,Gustavo  A.  Madero,Ciudad de México,01040,2024-08-01
2159,Calle Moneda 959 Int. 15,Constitución de 1917,Milpa Alta,Ciudad de México,13200,2024-07-19
2160,Eje 1 Norte 618,Hipódromo,Zinacantepec,Estado de México,54130,2024-10-17
2161,Calle Leibniz 389,Morelos,Miguel Hidalgo,Ciudad de México,15700,2024-09-12
2162,Eje Central 730,Country Club,Milpa Alta,Ciudad de México,11580,2025-02-15
2163,Viaducto Miguel Alemán 855,Coyoacán,Tláhuac,Ciudad de México,13040,2024-11-27
2164,Calle Pitágoras 709 Int. 4,Pantitlán,Álvaro Obregón,Ciudad de México,13210,2024-07-29
2165,Eje 5 Sur 37,Tepito,Magdalena Contreras,Ciudad de México,09520,2025-01-11
2166,Calle Tacuba 749,Del Carmen,Gustavo A. Madero,Ciudad de México,15460,2024-06-29
2167,Av. División del Norte 614 Int. 6,Coapa,Magdalena Contreras,Ciudad de México,06720,2024-07-17
2168,Av. Chapultepec 881,Santa María la Ribera,Iztacalco,Ciudad de México,09530,2024-10-15
2169,Eje 3 Sur 836 Int. 1,Peralvillo,Huixquilucan,Estado de México,52140,2024-12-23
2170,Eje Central 73 Int. 6,Doctores,La Paz,Estado de México,56276,2024-12-12
2171,Av. Juárez 408,Jardines del Pedregal,Ixtapaluca,Estado de México,56180,2024-11-23
2172,Eje 1 Norte 535 Int. 11,Narvarte,Iztapalapa,Ciudad de México,11520,2025-01-03
2173,Eje 8 Sur 77,Jardines del Pedregal,Iztapalapa,Ciudad de México,12080,2024-08-05
2174,Av. Chapultepec 307 Int. 5,Clavería,Iztapalapa,Ciudad de México,03010,2024-09-23
2175,Av. Aztecas 506,Mixcoac,Cuajimalpa,Ciudad de México,09620,2024-09-19
2176,Calle Donceles 881 Int. 12,Roma Sur,Miguel Hidalgo,Ciudad de México,06200,2025-01-28
2177,Av. Coyoacán 703 Int. 10,Peralvillo,Gustavo A. Madero,Ciudad de México,15860,2024-07-22
2178,Periférico Sur 600,Tepito,Iztacalco,Ciudad de México,09360,2024-12-18
2179,Av. División del Norte 921,Santa Catarina,Naucalpan,Estado de México,55018,2024-09-12
2180,Eje 3 Sur 332,Peralvillo,Cuajimalpa,Ciudad de México ,14250,2024-09-13
2181,Calle Euler 366,Escandon,Iztapalapa,Ciudad de México,10300,2025-01-31
2182,Eje 2 Poniente 416,Industrial Vallejo,Iztapalapa,Ciudad de México,11430,2024-06-22
2183,Calle Donceles 29,San Lorenzo Tezonco,Centro,Guanajuato,35160,2024-06-17
2184,Av. Juárez 868 Int. 15,Mixcoac,Centro,Tabasco,90621,2024-12-31
2185,Av. Insurgentes 477, Moctezuma,Venustiano Carranza,Ciudad de México,09620,2024-08-01
2186,Eje 1 Norte 97,Coyoacán,Centro,Zacatecas,55293,2024-08-23
2187,Periférico Norte 191,Lindavista,Centro,Querétaro,55854,2024-12-04
2188,Calle Moneda 140 Int. 8,Peralvillo,Coyoacán,Ciudad de México,09780,2024-08-05
2189,Eje 5 Sur 86,Coyoacán,Milpa Alta,Ciudad de México,13250,2024-07-18
2190,Av. Insurgentes 251 Int. 13,Escandón,Naucalpan,Estado de México,5221O,2024-08-28
2191,Eje 1 Norte 680,NARVARTE, Benito Juárez,Ciudad de México,14418,2024-09-19
2192,Av. Tláhuac 787,San Rafael,Toluca,Estado de México,50260,2025-01-12
2193,Calle Isabel la Católica 612,Portales,Iztacalco,Ciudad de México,15850,2024-12-18
2194,Eje 3 Norte 963,XOCHIMILCO,Iztacalco,Ciudad de México,02070,2025-02-26
2195,Calz. de Tlalpan 378 Int. 12,Jardines del Pedregal,Cuauhtémoc,Ciudad  de  México,06140,2024-08-24
2196,Eje 3 Norte 849 Int. 17,Condesa,Tláhuac,Ciudad de México,14430,2024-11-07
2197,Eje 6 Sur 539,Aragón,Álvaro Obregón,Ciudad de México,15060,2025-02-06
2198,Eje 3 Sur 831,Portales,Magdalena Contreras,Ciudad de México,15800,2024-06-28
2199,Eje 5 Sur 961 Int. 7,Obrera,Centro,Jalisco,66163,2024-12-21
2200,Calz. Ermita Iztapalapa 361,Tepito,Magdalena Contreras,Ciudad de México,13060,2024-06-02
2201,Av. Canal de Miramontes 665 Int. 2,Florida,Ecatepec,Estado de México,56110,2024-11-15
2202,Viaducto Miguel Alemán 211 Int. 15,Cuauhtémoc,Coyoacán,Ciudad de México,01000,2025-01-18
2203,Eje 2 Norte 373 Int. 8,Aragón,Tláhuac,Ciudad de México,16034,2024-06-09
2204,Viaducto Miguel Alemán 929,Tlalpan,Metepec,Estado de México,54378,2024-09-21
2205,Calle Tacuba 700,Florida,Tlalpan,Ciudad de México,09750,2024-11-09
2206,Av. Hidalgo 523,Magdalena Contreras,Tláhuac,Ciudad de México,16035,2025-01-17
2207,Av. División del Norte 681,Juárez,Tláhuac,Ciudad de México,15020,2025-02-09
2208,Periférico Sur 24,Juárez,Tlalpan,Ciudad de México,09810,2024-07-22
2209,Calle Leibniz 298,Iztapalapa,Gustavo A. Madero,CIUDAD DE MÉXICO,16000,2024-09-22
2210,Eje 5 Sur 600,Mixcoac,Gustavo A. Madero,Ciudad de México,15400,2024-12-13
2211,Calle Uruguay 150,Coyoacán,Álvaro Obregón,Ciudad de México,14060,2024-10-06
2212,Calle Correo Mayor 105,San Lorenzo Tezonco,Nezahualcóyotl,Estado de México,53120,2024-10-31
2213,Calle Moneda 488,Moctezuma,Gustavo A. Madero,Ciudad de México,04100,2024-09-27
2214,Eje 8 Sur 530 Int. 7,Hipódromo,Cuauhtémoc,Ciudad de México,14400,2025-02-13
2215,Eje 4 Sur 597 Int. 9,General Anaya,Iztapalapa,Ciudad de México,11860,2024-06-13
2216,Calle Pino Suárez 216 Int. 13,Santa Catarina,Azcapotzalco,Ciudad de México,11460,2024-09-07
2217,Av. Aztecas 464 Int. 10,Santa María la Ribera,Tlalpan,Ciudad de México,11600,2024-12-06
2218,Calz. de Tlalpan 52,Roma Norte,Xochimilco,Ciudad de México,12000,2024-06-09
2219,Av. Tláhuac 609 Int. 5,Guerrero,Coyoacán,Ciudad de México,06300,2024-12-18
2220,Av. Aztecas 776,Granada,Coyoacán,Ciudad de México,09010,2024-12-29
2221,Eje 6 Sur 376,Xochimilco,Metepec,Estado de México,55028,2024-09-06
2222,Calle Moneda 353 Int. 1,Churubusco,Miguel Hidalgo,Ciudad de México,11020,2024-11-20
2223,Eje 6 Sur 452,Churubusco,Xochimilco,Ciudad de México,01020,2024-07-21
2224,Eje 4 Sur 356,Narvarte,Milpa Alta,Ciudad de México,05000,2024-08-05
2225,Circuito Interior 661 Int. 20, Narvarte,Xochimilco,Ciudad  de  México,02000,2024-08-25
2226,Eje 5 Sur 234,Doctores,Cuautitlán Izcalli,Estado de México,,2025-02-16
2227,Av. Tláhuac 472,Escandón,Tláhuac,Ciudad de México,13100,2025-01-30
2228,Eje 2 Poniente 846,Aragón,Centro,Campeche,55484,2024-09-05
2229,Calle Uruguay 343,Lomas de Chapultepec,Coyoacán,Ciudad de México,03000,2024-09-03
2230,Calle Leibniz 253 Int. 5,Del Carmen,Álvaro Obregón,Ciudad de México,09030,2024-07-30
2231,Calle Euler 222,Tepito, Magdalena Contreras,Ciudad de México,09260,2025-02-05
2232,Av. Chapultepec 693,Morelos,Tlalpan,Ciudad de México,13314,2024-08-25
2233,Calz. de Tlalpan 187,BUENOS AIRES,Cuajimalpa,Ciudad de México,05000,2024-09-02
2234,Av. Tláhuac 833,Santa Úrsula,La Paz,Estado de México,55340,2024-09-28
2235,Circuito Interior 256,Doctores,Iztacalco,Ciudad de México,06350,2024-10-29
2236,Av. Insurgentes 547 Int. 11,Escandón,Benito Juárez,Ciudad de México,13300,2024-07-23
2237,Calle Tacuba 797 Int. 15,San Ángel,Huixquilucan,Estado de México,55317,2024-08-30
2238,Calle Bolívar 322,Xochimilco,Xochimilco,Ciudad de México,14400,2024-10-03
2239,Circuito Interior 556,Santa Úrsula,Milpa Alta,Ciudad de México,09000,2024-10-13
2240,Calle Donceles 703 Int. 19,Irrigación,Tláhuac,Ciudad de México,06080,2024-06-02
2241,Eje Central 719,Guerrero,Azcapotzalco,Ciudad de México,07060,2024-11-05
2242,Eje 1 Norte 838 Int. 5,SANTA MARÍA LA RIBERA,Magdalena Contreras,Ciudad de México,13070,2024-07-29
2243,Av. Canal de Miramontes 846,Escandón,Álvaro Obregón,Ciudad de México,14250,2024-12-27
